monthyear;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10
http://archive.ipu.org//wmn-e/arc/classif010516.htm;42;Italy;24.02.2013;630;195;31.00%;24.02.2013;321;91;28.30%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;"""";Trinidad and Tobago;07.09.2015;42;13;31.00%;23.09.2015;31;10;32.30%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;44;Austria;29.09.2013;183;56;30.60%;N.A.;61;18;29.50%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;45;Sudan;13.04.2015;426;130;30.50%;01.06.2015;54;19;35.20%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;46;Guyana;11.05.2015;69;21;30.40%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;47;Nepal;19.11.2013;595;176;29.60%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;48;United Kingdom;07.05.2015;650;191;29.40%;N.A.;782;192;24.60%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;49;Luxembourg;20.10.2013;60;17;28.30%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;50;Afghanistan;18.09.2010;249;69;27.70%;10.01.2015;68;18;26.50%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;51;Lao People's Democratic Republic;20.03.2016;149;41;27.50%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;52;Poland;25.10.2015;460;126;27.40%;25.10.2015;100;13;13.00%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;53;Belarus;23.09.2012;110;30;27.30%;30.08.2012;58;19;32.80%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;54;Philippines;13.05.2013;290;79;27.20%;13.05.2013;24;6;25.00%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;55;Kazakhstan;20.03.2016;107;29;27.10%;01.10.2014;47;3;6.40%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;56;Australia;07.09.2013;150;40;26.70%;07.09.2013;76;29;38.20%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;"""";Israel;17.03.2015;120;32;26.70%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;58;Iraq;30.04.2014;328;87;26.50%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;"""";South Sudan;06.08.2011;332;88;26.50%;05.08.2011;50;5;10.00%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;60;France;10.06.2012;577;151;26.20%;28.09.2014;348;87;25.00%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;"""";Peru;10.04.2016;130;34;26.20%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;62;Canada;19.10.2015;338;88;26.00%;N.A.;88;34;38.60%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;63;Honduras;24.11.2013;128;33;25.80%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;"""";Turkmenistan;15.12.2013;124;32;25.80%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;65;Suriname;24.05.2015;51;13;25.50%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;66;Mauritania;23.11.2013;147;37;25.20%;08.11.2009;56;8;14.30%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;67;Lesotho;28.02.2015;120;30;25.00%;26.03.2015;33;8;24.20%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;68;Viet Nam;22.05.2011;498;121;24.30%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;69;Equatorial Guinea;26.05.2013;100;24;24.00%;26.05.2013;73;10;13.70%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;"""";Singapore;11.09.2015;100;24;24.00%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;71;Estonia;01.03.2015;101;24;23.80%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;72;Cabo Verde;20.03.2016;72;17;23.60%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;"""";China;05.03.2013;2959;699;23.60%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;74;Lithuania;14.10.2012;141;33;23.40%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;75;United Arab Emirates;24.09.2011;40;9;22.50%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;76;Ireland;26.02.2016;158;35;22.20%;25.04.2016;49;14;28.60%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;77;Eritrea;01.02.1994;150;33;22.00%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;78;Dominica;08.12.2014;32;7;21.90%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;"""";Guinea;28.09.2013;114;25;21.90%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;80;Republic of Moldova;30.11.2014;101;22;21.80%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;81;Bosnia and Herzegovina;12.10.2014;42;9;21.40%;29.01.2015;15;2;13.30%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;82;Dominican Republic;16.05.2010;183;38;20.80%;16.05.2010;32;3;9.40%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;"""";Monaco;10.02.2013;24;5;20.80%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;84;Albania;23.06.2013;140;29;20.70%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;85;Pakistan;11.05.2013;340;70;20.60%;05.03.2015;104;19;18.30%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;86;Madagascar;20.12.2013;151;31;20.50%;29.12.2015;63;12;19.00%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;87;Bulgaria;05.10.2014;240;49;20.40%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;88;Cambodia;28.07.2013;123;25;20.30%;29.01.2012;61;10;16.40%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;89;Bangladesh;05.01.2014;350;70;20.00%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;"""";Czech Republic;25.10.2013;200;40;20.00%;10.10.2014;81;15;18.50%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;"""";Liechtenstein;03.02.2013;25;5;20.00%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;"""";Slovakia;05.03.2016;150;30;20.00%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;93;Colombia;09.03.2014;166;33;19.90%;09.03.2014;102;23;22.50%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;"""";Saudi Arabia;15.01.2013;151;30;19.90%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;95;Greece;20.09.2015;300;59;19.70%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;"""";Kenya;04.03.2013;350;69;19.70%;04.03.2013;68;18;26.50%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;97;United States of America;04.11.2014;434;84;19.40%;04.11.2014;100;20;20.00%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;98;Kyrgyzstan;04.10.2015;120;23;19.20%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;99;Tajikistan;01.03.2015;63;12;19.00%;27.03.2015;32;2;6.30%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;100;Panama;04.05.2014;71;13;18.30%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;101;Sao Tome and Principe;12.10.2014;55;10;18.20%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;102;Latvia;04.10.2014;100;18;18.00%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;103;Togo;25.07.2013;91;16;17.60%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;104;Jamaica;22.02.2016;63;11;17.50%;10.03.2016;21;5;23.80%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;105;Montenegro;14.10.2012;81;14;17.30%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;106;Indonesia;09.04.2014;555;95;17.10%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;107;Morocco;25.11.2011;395;67;17.00%;02.10.2015;120;14;11.70%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;"""";Republic of Korea;13.04.2016;300;51;17.00%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;109;Azerbaijan;01.11.2015;124;21;16.90%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;110;Barbados;21.02.2013;30;5;16.70%;06.03.2013;21;5;23.80%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;"""";Malawi;20.05.2014;192;32;16.70%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;"""";Saint Lucia;28.11.2011;18;3;16.70%;05.01.2012;11;3;27.30%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;"""";San Marino;11.11.2012;60;10;16.70%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;114;Democratic People's Republic of Korea;09.03.2014;687;112;16.30%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;115;Uruguay;26.10.2014;99;16;16.20%;26.10.2014;31;9;29.00%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;116;Fiji;17.09.2014;50;8;16.00%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;"""";Libya;25.06.2014;188;30;16.00%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;"""";Uzbekistan;21.12.2014;150;24;16.00%;13.01.2015;100;17;17.00%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;119;Chile;17.11.2013;120;19;15.80%;17.11.2013;38;6;15.80%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;120;Croatia;08.11.2015;151;23;15.20%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;121;Paraguay;21.04.2013;80;12;15.00%;21.04.2013;45;9;20.00%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;122;Chad;13.02.2011;188;28;14.90%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;"""";Egypt;17.10.2015;596;89;14.90%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;"""";Turkey;01.11.2015;550;82;14.90%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;125;Niger;21.02.2016;171;25;14.60%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;126;Mongolia;28.06.2012;76;11;14.50%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;127;Venezuela (Bolivarian Republic of);06.12.2015;167;24;14.40%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;128;Gabon;17.12.2011;120;17;14.20%;13.12.2014;99;18;18.20%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;129;Guatemala;06.09.2015;158;22;13.90%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;130;Somalia;20.08.2012;275;38;13.80%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;131;Guinea-Bissau;13.04.2014;102;14;13.70%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;"""";Romania;09.12.2012;401;55;13.70%;09.12.2012;168;13;7.70%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;133;Russian Federation;04.12.2011;450;61;13.60%;N.A.;170;29;17.10%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;134;Saint Kitts and Nevis;16.02.2015;15;2;13.30%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;135;Bahamas;07.05.2012;38;5;13.20%;23.05.2012;16;4;25.00%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;"""";Syrian Arab Republic;13.04.2016;250;33;13.20%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;137;Saint Vincent and the Grenadines;09.12.2015;23;3;13.00%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;138;Malta;09.03.2013;70;9;12.90%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;139;Djibouti;22.02.2013;55;7;12.70%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;"""";Zambia;20.09.2011;158;20;12.70%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;141;Cyprus;22.05.2011;56;7;12.50%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;142;Sierra Leone;17.11.2012;121;15;12.40%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;143;Ukraine;26.10.2014;422;51;12.10%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;144;India;07.04.2014;543;65;12.00%;21.03.2016;241;29;12.00%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;"""";Jordan;23.01.2013;150;18;12.00%;25.10.2013;75;8;10.70%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;146;Mauritius;10.12.2014;69;8;11.60%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;147;Georgia;01.10.2012;150;17;11.30%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;148;Antigua and Barbuda;12.06.2014;18;2;11.10%;25.06.2014;17;7;41.20%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;149;Liberia;11.10.2011;73;8;11.00%;20.12.2014;30;3;10.00%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;150;Ghana;07.12.2012;275;30;10.90%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;151;Armenia;06.05.2012;131;14;10.70%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;152;Malaysia;05.05.2013;222;23;10.40%;N.A.;64;14;21.90%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;153;Hungary;06.04.2014;198;20;10.10%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;154;Samoa;04.03.2016;50;5;10.00%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;155;Brazil;05.10.2014;513;51;9.90%;05.10.2014;81;13;16.00%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;"""";Myanmar;08.11.2015;433;43;9.90%;08.11.2015;224;23;10.30%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;157;Botswana;24.10.2014;63;6;9.50%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;"""";Japan;14.12.2014;475;45;9.50%;21.07.2013;242;38;15.70%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;159;Burkina Faso;29.11.2015;127;12;9.40%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;"""";Gambia;29.03.2012;53;5;9.40%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;161;Cote d'Ivoire;11.12.2011;251;23;9.20%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;162;Marshall Islands;16.11.2015;33;3;9.10%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;163;Democratic Republic of the Congo;28.11.2011;492;44;8.90%;19.01.2007;108;5;4.60%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;164;Mali;24.11.2013;147;13;8.80%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;165;Central African Republic;14.02.2016;128;11;8.60%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;166;Bhutan;13.07.2013;47;4;8.50%;23.04.2013;25;2;8.00%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;167;Bahrain;22.11.2014;40;3;7.50%;07.12.2014;40;9;22.50%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;168;Congo;15.07.2012;136;10;7.40%;12.10.2014;72;14;19.40%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;169;Benin;26.04.2015;83;6;7.20%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;170;Tuvalu;31.03.2015;15;1;6.70%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;171;Brunei Darussalam;05.03.2016;31;2;6.50%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;"""";Kiribati;30.12.2015;46;3;6.50%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;173;Swaziland;20.09.2013;65;4;6.20%;30.10.2013;30;10;33.30%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;174;Thailand;07.08.2014;197;12;6.10%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;175;Iran (Islamic Republic of);26.02.2016;289;17;5.90%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;"""";Maldives;22.03.2014;85;5;5.90%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;177;Sri Lanka;17.08.2015;225;13;5.80%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;178;Nigeria;28.03.2015;360;20;5.60%;28.03.2015;108;7;6.50%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;179;Nauru;08.06.2013;19;1;5.30%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;180;Belize;07.03.2012;32;1;3.10%;21.03.2012;13;5;38.50%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;"""";Lebanon;07.06.2009;128;4;3.10%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;182;Comoros;25.01.2015;33;1;3.00%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;183;Papua New Guinea;23.06.2012;111;3;2.70%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;184;Solomon Islands;19.11.2014;50;1;2.00%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;185;Kuwait;27.07.2013;65;1;1.50%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;186;Oman;25.10.2015;85;1;1.20%;07.11.2015;85;14;16.50%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;187;Haiti;09.08.2015;92;0;0.00%;09.08.2015;23;0;0.00%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;"""";Micronesia (Federated States of);03.03.2015;14;0;0.00%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;"""";Palau;06.11.2012;16;0;0.00%;06.11.2012;13;3;23.10%
http://archive.ipu.org//wmn-e/arc/classif010516.htm;"""";Qatar;01.07.2013;35;0;0.00%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;"""";Tonga;27.11.2014;26;0;0.00%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;"""";Vanuatu;22.01.2016;52;0;0.00%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010516.htm;"""";Yemen;27.04.2003;300;0;0.00%;28.04.2001;111;2;1.80%
http://archive.ipu.org//wmn-e/arc/classif010416.htm;WORLD CLASSIFICATION;WORLD CLASSIFICATION;WORLD CLASSIFICATION;WORLD CLASSIFICATION;WORLD CLASSIFICATION;WORLD CLASSIFICATION;WORLD CLASSIFICATION;WORLD CLASSIFICATION;WORLD CLASSIFICATION;WORLD CLASSIFICATION
http://archive.ipu.org//wmn-e/arc/classif010416.htm;Rank;Country;Lower or single House;Lower or single House;Lower or single House;Lower or single House;Upper House or Senate;Upper House or Senate;Upper House or Senate;Upper House or Senate
http://archive.ipu.org//wmn-e/arc/classif010416.htm;Rank;Country;Elections;Seats*;Women;% W;Elections;Seats*;Women;% W
http://archive.ipu.org//wmn-e/arc/classif010416.htm;1;Rwanda;16.09.2013;80;51;63.8%;26.09.2011;26;10;38.5%
http://archive.ipu.org//wmn-e/arc/classif010416.htm;2;Bolivia;12.10.2014;130;69;53.1%;12.10.2014;36;17;47.2%
http://archive.ipu.org//wmn-e/arc/classif010416.htm;3;Cuba;03.02.2013;612;299;48.9%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010416.htm;4;Seychelles;29.09.2011;32;14;43.8%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010416.htm;5;Sweden;14.09.2014;349;152;43.6%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010416.htm;6;Senegal;01.07.2012;150;64;42.7%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010416.htm;7;Mexico;07.06.2015;500;212;42.4%;01.07.2012;128;43;33.6%
http://archive.ipu.org//wmn-e/arc/classif010416.htm;"""";South Africa 1;07.05.2014;399;169;42.4%;21.05.2014;54;19;35.2%
http://archive.ipu.org//wmn-e/arc/classif010416.htm;9;Ecuador;17.02.2013;137;57;41.6%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010416.htm;10;Finland;19.04.2015;200;83;41.5%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010416.htm;11;Iceland;27.04.2013;63;26;41.3%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010416.htm;"""";Namibia;29.11.2014;104;43;41.3%;08.12.2015;42;10;23.8%
http://archive.ipu.org//wmn-e/arc/classif010416.htm;"""";Nicaragua;06.11.2011;92;38;41.3%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010416.htm;14;Spain;20.12.2015;350;140;40.0%;20.12.2015;265;104;39.2%
http://archive.ipu.org//wmn-e/arc/classif010416.htm;15;Mozambique;15.10.2014;250;99;39.6%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010416.htm;"""";Norway;09.09.2013;169;67;39.6%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010416.htm;17;Andorra;01.03.2015;28;11;39.3%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010416.htm;"""";Belgium;25.05.2014;150;59;39.3%;03.07.2014;60;30;50.0%
http://archive.ipu.org//wmn-e/arc/classif010416.htm;19;Ethiopia;24.05.2015;547;212;38.8%;05.10.2015;153;49;32.0%
http://archive.ipu.org//wmn-e/arc/classif010416.htm;20;Timor-Leste;07.07.2012;65;25;38.5%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010416.htm;21;Denmark;18.06.2015;179;67;37.4%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010416.htm;22;Netherlands;12.09.2012;150;56;37.3%;26.05.2015;75;26;34.7%
http://archive.ipu.org//wmn-e/arc/classif010416.htm;23;Angola;31.08.2012;220;81;36.8%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010416.htm;24;Slovenia;13.07.2014;90;33;36.7%;20.11.2012;40;3;7.5%
http://archive.ipu.org//wmn-e/arc/classif010416.htm;25;United Republic of Tanzania;25.10.2015;372;136;36.6%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010416.htm;26;Germany;22.09.2013;631;230;36.5%;N.A.;69;28;40.6%
http://archive.ipu.org//wmn-e/arc/classif010416.htm;27;Burundi;29.06.2015;121;44;36.4%;24.07.2015;43;18;41.9%
http://archive.ipu.org//wmn-e/arc/classif010416.htm;28;Argentina;25.10.2015;257;92;35.8%;25.10.2015;72;30;41.7%
http://archive.ipu.org//wmn-e/arc/classif010416.htm;29;Portugal;04.10.2015;230;80;34.8%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010416.htm;30;Serbia;16.03.2014;250;85;34.0%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010416.htm;31;Uganda;18.02.2016;427;143;33.5%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010416.htm;32;Costa Rica;02.02.2014;57;19;33.3%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010416.htm;"""";Grenada;19.02.2013;15;5;33.3%;27.03.2013;13;2;15.4%
http://archive.ipu.org//wmn-e/arc/classif010416.htm;"""";The F.Y.R. of Macedonia;27.04.2014;123;41;33.3%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010416.htm;35;El Salvador;01.03.2015;84;27;32.1%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010416.htm;36;Switzerland;18.10.2015;200;64;32.0%;23.10.2011;46;7;15.2%
http://archive.ipu.org//wmn-e/arc/classif010416.htm;37;Algeria;10.05.2012;462;146;31.6%;29.12.2015;143;10;7.0%
http://archive.ipu.org//wmn-e/arc/classif010416.htm;38;Zimbabwe;31.07.2013;270;85;31.5%;31.07.2013;80;38;47.5%
http://archive.ipu.org//wmn-e/arc/classif010416.htm;39;New Zealand;20.09.2014;121;38;31.4%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010416.htm;40;Tunisia;26.10.2014;217;68;31.3%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010416.htm;41;Cameroon;30.09.2013;180;56;31.1%;14.04.2013;100;20;20.0%
http://archive.ipu.org//wmn-e/arc/classif010416.htm;42;Italy;24.02.2013;630;195;31.0%;24.02.2013;321;91;28.3%
http://archive.ipu.org//wmn-e/arc/classif010416.htm;"""";Trinidad and Tobago;07.09.2015;42;13;31.0%;23.09.2015;31;10;32.3%
http://archive.ipu.org//wmn-e/arc/classif010416.htm;44;Austria;29.09.2013;183;56;30.6%;N.A.;61;18;29.5%
http://archive.ipu.org//wmn-e/arc/classif010416.htm;45;Sudan;13.04.2015;426;130;30.5%;01.06.2015;54;19;35.2%
http://archive.ipu.org//wmn-e/arc/classif010416.htm;46;Guyana;11.05.2015;69;21;30.4%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010416.htm;47;Nepal;19.11.2013;595;176;29.6%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010416.htm;48;United Kingdom;07.05.2015;650;191;29.4%;N.A.;782;192;24.6%
http://archive.ipu.org//wmn-e/arc/classif010416.htm;49;Luxembourg;20.10.2013;60;17;28.3%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010416.htm;50;Afghanistan;18.09.2010;249;69;27.7%;10.01.2015;68;18;26.5%
http://archive.ipu.org//wmn-e/arc/classif010416.htm;51;Lao People's Democratic Republic;20.03.2016;149;41;27.5%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010416.htm;52;Poland;25.10.2015;460;126;27.4%;25.10.2015;100;13;13.0%
http://archive.ipu.org//wmn-e/arc/classif010416.htm;53;Belarus;23.09.2012;110;30;27.3%;30.08.2012;58;19;32.8%
http://archive.ipu.org//wmn-e/arc/classif010416.htm;54;Philippines;13.05.2013;290;79;27.2%;13.05.2013;24;6;25.0%
http://archive.ipu.org//wmn-e/arc/classif010416.htm;55;Kazakhstan;20.03.2016;107;29;27.1%;01.10.2014;47;3;6.4%
http://archive.ipu.org//wmn-e/arc/classif010416.htm;56;Australia;07.09.2013;150;40;26.7%;07.09.2013;76;29;38.2%
http://archive.ipu.org//wmn-e/arc/classif010416.htm;"""";Israel;17.03.2015;120;32;26.7%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010416.htm;58;Iraq;30.04.2014;328;87;26.5%;---;---;---;---
http://archive.ipu.org//wmn-e/arc/classif010416.htm;"""";South Sudan;06.08.2011;332;88;26.5%;05.08.2011;50;5;10.0%
http://archive.ipu.org//wmn-e/arc/classif010416.htm;60;France;10.06.2012;577;151;26.2%;28.09.2014;348;87;25.0%
http://archive.ipu.org//wmn-e/arc/classif010416.htm;61;Canada;19.10.2015;338;88;26.0%;N.A.;88;34;38.6%
